hour_bin,cw1,cw2
2025-02-23 17:00:00+01:00,0.40056899004267427,0.38776671408250357
2025-02-23 18:00:00+01:00,0.35580204778157,0.4112627986348123
2025-02-23 19:00:00+01:00,0.37649402390438247,0.4180421172453045
2025-02-23 20:00:00+01:00,0.43698435277382647,0.397724039829303
2025-02-23 21:00:00+01:00,0.43783783783783786,0.40056899004267427
2025-02-23 22:00:00+01:00,0.40922026180990323,0.40694365395560617
2025-02-23 23:00:00+01:00,0.21473265073947667,0.47952218430034127
2025-02-24 00:00:00+01:00,0.0,0.0
2025-02-24 01:00:00+01:00,0.0,0.0
2025-02-24 04:00:00+01:00,0.30196936542669583,0.26652078774617066
2025-02-24 05:00:00+01:00,0.4442231075697211,0.394137734775185
2025-02-24 06:00:00+01:00,0.3615931721194879,0.4002844950213371
2025-02-24 07:00:00+01:00,0.40369843527738264,0.3991465149359886
2025-02-24 08:00:00+01:00,0.45076835515082525,0.3881616391576551
2025-02-24 09:00:00+01:00,0.40273037542662116,0.3848122866894198
2025-02-24 10:00:00+01:00,0.4147937411095306,0.30867709815078237
2025-02-24 11:00:00+01:00,0.44365395560614684,0.3118952760387023
2025-02-24 12:00:00+01:00,0.45591581342434584,0.3967576791808874
2025-02-24 13:00:00+01:00,0.3643344709897611,0.41723549488054607
2025-02-24 14:00:00+01:00,0.3487908961593172,0.43157894736842106
2025-02-24 15:00:00+01:00,0.39971550497866287,0.41906116642958746
2025-02-24 16:00:00+01:00,0.4085348506401138,0.40455192034139403
2025-02-24 17:00:00+01:00,0.22884344146685473,0.6276445698166432
2025-02-24 18:00:00+01:00,0.2288021534320323,0.2503364737550471
2025-02-24 19:00:00+01:00,0.5665529010238908,0.0
2025-02-24 22:00:00+01:00,0.16631504922644164,0.27637130801687765
2025-02-24 23:00:00+01:00,0.3721633888048411,0.0
